DATE,DATE_NAME,DATE_CODE,DATE_TYPE,DATE_TYPECODE,DATE_SORTORDER,GEOGRAPHY,GEOGRAPHY_NAME,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,GEOGRAPHY_SORTORDER,VARIABLE,VARIABLE_NAME,VARIABLE_CODE,VARIABLE_TYPE,VARIABLE_TYPECODE,VARIABLE_SORTORDER,MEASURES,MEASURES_NAME,OBS_VALUE,OBS_STATUS,OBS_STATUS_NAME,OBS_CONF,OBS_CONF_NAME,URN,RECORD_OFFSET,RECORD_COUNT
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,505000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957700d40b22d21001,13,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1870600.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957700d40b22d21002,14,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.5,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957700d40b22d21003,15,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,22.9,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957701d40b22d20599,16,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,758600.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957701d40b22d21001,17,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,3310500.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957701d40b22d21002,18,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.4,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957701d40b22d21003,19,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,29.8,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957702d40b22d20599,20,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,328900.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957702d40b22d21001,21,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1105000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957702d40b22d21002,22,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,1.3,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957702d40b22d21003,23,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957703d40b22d20599,24,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,8095100.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957703d40b22d21001,25,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,34337700.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957703d40b22d21002,26,532
2005-12,Jan 2005-Dec 2005,2005-12,date,0,0,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32092e0d2092957703d40b22d21003,27,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.4,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957697d40b22d20599,28,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,9174800.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957697d40b22d21001,29,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,39139900.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957697d40b22d21002,30,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957697d40b22d21003,31,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.3,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957698d40b22d20599,32,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,8843900.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957698d40b22d21001,33,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,38020900.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957698d40b22d21002,34,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957698d40b22d21003,35,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957699d40b22d20599,36,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,7597200.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957699d40b22d21001,37,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,32804200.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957699d40b22d21002,38,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957699d40b22d21003,39,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,26.9,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957700d40b22d20599,40,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,507600.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957700d40b22d21001,41,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1885500.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957700d40b22d21002,42,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957700d40b22d21003,43,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,22.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957701d40b22d20599,44,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,739100.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957701d40b22d21001,45,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,3331100.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957701d40b22d21002,46,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.4,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957701d40b22d21003,47,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,29.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957702d40b22d20599,48,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,330900.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957702d40b22d21001,49,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1119000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957702d40b22d21002,50,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,1.3,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957702d40b22d21003,51,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.4,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957703d40b22d20599,52,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,8104800.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957703d40b22d21001,53,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,34689800.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957703d40b22d21002,54,532
2006-12,Jan 2006-Dec 2006,2006-12,date,0,1,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32108e0d2092957703d40b22d21003,55,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957697d40b22d20599,56,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,9322900.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957697d40b22d21001,57,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,39530400.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957697d40b22d21002,58,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957697d40b22d21003,59,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.4,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957698d40b22d20599,60,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,8999600.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957698d40b22d21001,61,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,38396500.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957698d40b22d21002,62,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957698d40b22d21003,63,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.4,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957699d40b22d20599,64,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,7738100.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957699d40b22d21001,65,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,33134000.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957699d40b22d21002,66,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957699d40b22d21003,67,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,26.7,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957700d40b22d20599,68,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,507700.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957700d40b22d21001,69,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1903200.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957700d40b22d21002,70,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957700,Wales,W92000004,countries,499,3,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.6,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957700d40b22d21003,71,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,22.4,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957701d40b22d20599,72,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,753700.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957701d40b22d21001,73,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,3359300.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957701d40b22d21002,74,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957701,Scotland,S92000003,countries,499,4,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.5,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957701d40b22d21003,75,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,28.5,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957702d40b22d20599,76,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,323400.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957702d40b22d21001,77,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,1133900.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957702d40b22d21002,78,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957702,Northern Ireland,N92000002,countries,499,5,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,1.3,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957702d40b22d21003,79,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.5,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957703d40b22d20599,80,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,8245800.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957703d40b22d21001,81,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,35037200.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957703d40b22d21002,82,532
2007-12,Jan 2007-Dec 2007,2007-12,date,0,2,2092957703,England and Wales,K04000001,countries,499,6,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32124e0d2092957703d40b22d21003,83,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.5,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957697d40b22d20599,84,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,9351400.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957697d40b22d21001,85,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,39844500.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957697d40b22d21002,86,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957697,United Kingdom,K02000001,countries,499,0,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957697d40b22d21003,87,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.3,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957698d40b22d20599,88,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,9017300.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957698d40b22d21001,89,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,38699200.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957698d40b22d21002,90,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957698,Great Britain,K03000001,countries,499,1,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957698d40b22d21003,91,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,20599,Variable,23.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957699d40b22d20599,92,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21001,Numerator,7742900.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957699d40b22d21001,93,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21002,Denominator,33404300.0,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957699d40b22d21002,94,532
2008-12,Jan 2008-Dec 2008,2008-12,date,0,3,2092957699,England,E92000001,countries,499,2,111,% who are economically inactive - aged 16-64,111,variable,0,0,21003,Confidence,0.2,A,Normal Value,F,Free (free for publication),Nm-17d5d32140e0d2092957699d40b22d21003,95,532
