Date,Sector,Vacancies
2022-02-01,"Water supply, sewerage, waste & remediation activities",9.0
2022-03-01,"Water supply, sewerage, waste & remediation activities",8.0
2022-04-01,"Water supply, sewerage, waste & remediation activities",9.0
2022-05-01,"Water supply, sewerage, waste & remediation activities",8.0
2022-06-01,"Water supply, sewerage, waste & remediation activities",9.0
2022-07-01,"Water supply, sewerage, waste & remediation activities",9.0
2022-08-01,"Water supply, sewerage, waste & remediation activities",9.0
2022-09-01,"Water supply, sewerage, waste & remediation activities",8.0
2022-10-01,"Water supply, sewerage, waste & remediation activities",8.0
2022-11-01,"Water supply, sewerage, waste & remediation activities",7.0
2022-12-01,"Water supply, sewerage, waste & remediation activities",7.0
2023-01-01,"Water supply, sewerage, waste & remediation activities",7.0
2023-02-01,"Water supply, sewerage, waste & remediation activities",7.0
2023-03-01,"Water supply, sewerage, waste & remediation activities",7.0
2023-04-01,"Water supply, sewerage, waste & remediation activities",7.0
2023-05-01,"Water supply, sewerage, waste & remediation activities",7.0
2023-06-01,"Water supply, sewerage, waste & remediation activities",7.0
2023-07-01,"Water supply, sewerage, waste & remediation activities",7.0
2023-08-01,"Water supply, sewerage, waste & remediation activities",7.0
2023-09-01,"Water supply, sewerage, waste & remediation activities",7.0
2023-10-01,"Water supply, sewerage, waste & remediation activities",6.0
2023-11-01,"Water supply, sewerage, waste & remediation activities",7.0
2023-12-01,"Water supply, sewerage, waste & remediation activities",6.0
2024-01-01,"Water supply, sewerage, waste & remediation activities",7.0
2024-02-01,"Water supply, sewerage, waste & remediation activities",7.0
2024-03-01,"Water supply, sewerage, waste & remediation activities",7.0
2024-04-01,"Water supply, sewerage, waste & remediation activities",6.0
2024-05-01,"Water supply, sewerage, waste & remediation activities",7.0
2024-06-01,"Water supply, sewerage, waste & remediation activities",7.0
2024-07-01,"Water supply, sewerage, waste & remediation activities",7.0
2024-08-01,"Water supply, sewerage, waste & remediation activities",6.0
2024-09-01,"Water supply, sewerage, waste & remediation activities",6.0
2024-10-01,"Water supply, sewerage, waste & remediation activities",6.0
2024-11-01,"Water supply, sewerage, waste & remediation activities",7.0
2024-12-01,"Water supply, sewerage, waste & remediation activities",6.0
2025-01-01,"Water supply, sewerage, waste & remediation activities",6.0
2025-02-01,"Water supply, sewerage, waste & remediation activities",6.0
2025-03-01,"Water supply, sewerage, waste & remediation activities",7.0
2025-04-01,"Water supply, sewerage, waste & remediation activities",7.0
2025-05-01,"Water supply, sewerage, waste & remediation activities",7.0
2025-06-01,"Water supply, sewerage, waste & remediation activities",8.0
2025-07-01,"Water supply, sewerage, waste & remediation activities",8.0
2025-08-01,"Water supply, sewerage, waste & remediation activities",8.0
2025-09-01,"Water supply, sewerage, waste & remediation activities",7.0
2025-10-01,"Water supply, sewerage, waste & remediation activities",8.0
2025-11-01,"Water supply, sewerage, waste & remediation activities",7.0
2025-12-01,"Water supply, sewerage, waste & remediation activities",7.0
2026-01-01,"Water supply, sewerage, waste & remediation activities",6.0
2001-06-01,Construction,31.0
2001-07-01,Construction,30.0
2001-08-01,Construction,29.0
2001-09-01,Construction,31.0
2001-10-01,Construction,29.0
2001-11-01,Construction,28.0
2001-12-01,Construction,25.0
2002-01-01,Construction,22.0
2002-02-01,Construction,25.0
2002-03-01,Construction,26.0
2002-04-01,Construction,26.0
2002-05-01,Construction,25.0
2002-06-01,Construction,28.0
2002-07-01,Construction,27.0
2002-08-01,Construction,29.0
2002-09-01,Construction,24.0
2002-10-01,Construction,23.0
2002-11-01,Construction,25.0
2002-12-01,Construction,26.0
2003-01-01,Construction,28.0
2003-02-01,Construction,28.0
2003-03-01,Construction,26.0
2003-04-01,Construction,26.0
2003-05-01,Construction,28.0
2003-06-01,Construction,28.0
2003-07-01,Construction,29.0
2003-08-01,Construction,29.0
2003-09-01,Construction,29.0
2003-10-01,Construction,28.0
2003-11-01,Construction,29.0
2003-12-01,Construction,29.0
2004-01-01,Construction,28.0
2004-02-01,Construction,26.0
2004-03-01,Construction,27.0
2004-04-01,Construction,26.0
2004-05-01,Construction,26.0
2004-06-01,Construction,24.0
2004-07-01,Construction,26.0
2004-08-01,Construction,26.0
2004-09-01,Construction,27.0
2004-10-01,Construction,26.0
2004-11-01,Construction,26.0
2004-12-01,Construction,25.0
2005-01-01,Construction,23.0
2005-02-01,Construction,24.0
2005-03-01,Construction,26.0
2005-04-01,Construction,26.0
2005-05-01,Construction,27.0
2005-06-01,Construction,26.0
2005-07-01,Construction,23.0
2005-08-01,Construction,22.0
2005-09-01,Construction,22.0
2005-10-01,Construction,23.0
2005-11-01,Construction,25.0
2005-12-01,Construction,25.0
2006-01-01,Construction,27.0
2006-02-01,Construction,26.0
2006-03-01,Construction,23.0
2006-04-01,Construction,22.0
2006-05-01,Construction,22.0
2006-06-01,Construction,22.0
2006-07-01,Construction,22.0
2006-08-01,Construction,24.0
2006-09-01,Construction,24.0
2006-10-01,Construction,25.0
2006-11-01,Construction,24.0
2006-12-01,Construction,24.0
2007-01-01,Construction,23.0
2007-02-01,Construction,24.0
2007-03-01,Construction,25.0
2007-04-01,Construction,24.0
2007-05-01,Construction,23.0
2007-06-01,Construction,23.0
2007-07-01,Construction,28.0
2007-08-01,Construction,28.0
2007-09-01,Construction,30.0
2007-10-01,Construction,30.0
2007-11-01,Construction,30.0
2007-12-01,Construction,29.0
2008-01-01,Construction,27.0
2008-02-01,Construction,28.0
2008-03-01,Construction,28.0
2008-04-01,Construction,29.0
2008-05-01,Construction,28.0
2008-06-01,Construction,27.0
2008-07-01,Construction,26.0
2008-08-01,Construction,25.0
2008-09-01,Construction,25.0
2008-10-01,Construction,21.0
2008-11-01,Construction,18.0
2008-12-01,Construction,16.0
2009-01-01,Construction,16.0
2009-02-01,Construction,15.0
2009-03-01,Construction,14.0
2009-04-01,Construction,13.0
2009-05-01,Construction,12.0
2009-06-01,Construction,12.0
2009-07-01,Construction,12.0
2009-08-01,Construction,12.0
2009-09-01,Construction,11.0
2009-10-01,Construction,10.0
2009-11-01,Construction,9.0
2009-12-01,Construction,9.0
2010-01-01,Construction,9.0
2010-02-01,Construction,9.0
2010-03-01,Construction,9.0
2010-04-01,Construction,9.0
2010-05-01,Construction,10.0
2010-06-01,Construction,10.0
2010-07-01,Construction,12.0
2010-08-01,Construction,11.0
2010-09-01,Construction,10.0
2010-10-01,Construction,10.0
2010-11-01,Construction,12.0
2010-12-01,Construction,13.0
2011-01-01,Construction,13.0
2011-02-01,Construction,13.0
2011-03-01,Construction,13.0
2011-04-01,Construction,12.0
2011-05-01,Construction,11.0
2011-06-01,Construction,11.0
2011-07-01,Construction,10.0
2011-08-01,Construction,11.0
2011-09-01,Construction,11.0
2011-10-01,Construction,10.0
2011-11-01,Construction,10.0
2011-12-01,Construction,9.0
2012-01-01,Construction,11.0
2012-02-01,Construction,11.0
2012-03-01,Construction,12.0
2012-04-01,Construction,13.0
2012-05-01,Construction,14.0
2012-06-01,Construction,14.0
2012-07-01,Construction,14.0
2012-08-01,Construction,13.0
2012-09-01,Construction,14.0
2012-10-01,Construction,14.0
2012-11-01,Construction,14.0
2012-12-01,Construction,13.0
2013-01-01,Construction,13.0
2013-02-01,Construction,13.0
2013-03-01,Construction,12.0
2013-04-01,Construction,13.0
2013-05-01,Construction,14.0
2013-06-01,Construction,15.0
2013-07-01,Construction,15.0
2013-08-01,Construction,14.0
2013-09-01,Construction,14.0
2013-10-01,Construction,14.0
2013-11-01,Construction,14.0
2013-12-01,Construction,16.0
2014-01-01,Construction,18.0
2014-02-01,Construction,18.0
2014-03-01,Construction,20.0
2014-04-01,Construction,21.0
2014-05-01,Construction,20.0
2014-06-01,Construction,19.0
2014-07-01,Construction,19.0
2014-08-01,Construction,22.0
2014-09-01,Construction,23.0
2014-10-01,Construction,22.0
2014-11-01,Construction,21.0
2014-12-01,Construction,22.0
2015-01-01,Construction,25.0
2015-02-01,Construction,27.0
2015-03-01,Construction,28.0
2015-04-01,Construction,26.0
2015-05-01,Construction,25.0
2015-06-01,Construction,26.0
2015-07-01,Construction,27.0
2015-08-01,Construction,25.0
2015-09-01,Construction,24.0
2015-10-01,Construction,23.0
2015-11-01,Construction,23.0
2015-12-01,Construction,22.0
2016-01-01,Construction,21.0
2016-02-01,Construction,21.0
2016-03-01,Construction,21.0
2016-04-01,Construction,22.0
2016-05-01,Construction,23.0
2016-06-01,Construction,22.0
2016-07-01,Construction,21.0
2016-08-01,Construction,21.0
2016-09-01,Construction,21.0
2016-10-01,Construction,25.0
2016-11-01,Construction,27.0
2016-12-01,Construction,28.0
2017-01-01,Construction,28.0
2017-02-01,Construction,29.0
2017-03-01,Construction,28.0
2017-04-01,Construction,27.0
2017-05-01,Construction,27.0
2017-06-01,Construction,27.0
2017-07-01,Construction,28.0
2017-08-01,Construction,30.0
2017-09-01,Construction,30.0
2017-10-01,Construction,31.0
2017-11-01,Construction,28.0
2017-12-01,Construction,26.0
2018-01-01,Construction,24.0
2018-02-01,Construction,23.0
2018-03-01,Construction,22.0
2018-04-01,Construction,23.0
2018-05-01,Construction,23.0
2018-06-01,Construction,26.0
2018-07-01,Construction,26.0
2018-08-01,Construction,28.0
2018-09-01,Construction,26.0
2018-10-01,Construction,27.0
2018-11-01,Construction,27.0
2018-12-01,Construction,27.0
2019-01-01,Construction,28.0
2019-02-01,Construction,28.0
2019-03-01,Construction,28.0
2019-04-01,Construction,27.0
2019-05-01,Construction,27.0
2019-06-01,Construction,26.0
2019-07-01,Construction,25.0
2019-08-01,Construction,25.0
2019-09-01,Construction,25.0
2019-10-01,Construction,24.0
2019-11-01,Construction,26.0
2019-12-01,Construction,26.0
2020-01-01,Construction,27.0
2020-02-01,Construction,28.0
2020-03-01,Construction,27.0
2020-04-01,Construction,21.0
2020-05-01,Construction,12.0
2020-06-01,Construction,7.0
2020-07-01,Construction,12.0
2020-08-01,Construction,18.0
2020-09-01,Construction,21.0
2020-10-01,Construction,25.0
2020-11-01,Construction,26.0
2020-12-01,Construction,28.0
2021-01-01,Construction,30.0
2021-02-01,Construction,29.0
2021-03-01,Construction,30.0
2021-04-01,Construction,28.0
2021-05-01,Construction,32.0
2021-06-01,Construction,30.0
2021-07-01,Construction,35.0
2021-08-01,Construction,38.0
2021-09-01,Construction,43.0
2021-10-01,Construction,46.0
2021-11-01,Construction,41.0
2021-12-01,Construction,40.0
2022-01-01,Construction,38.0
2022-02-01,Construction,47.0
2022-03-01,Construction,46.0
2022-04-01,Construction,50.0
2022-05-01,Construction,50.0
2022-06-01,Construction,49.0
2022-07-01,Construction,46.0
2022-08-01,Construction,46.0
2022-09-01,Construction,46.0
2022-10-01,Construction,48.0
2022-11-01,Construction,46.0
2022-12-01,Construction,42.0
2023-01-01,Construction,41.0
2023-02-01,Construction,39.0
2023-03-01,Construction,40.0
2023-04-01,Construction,40.0
2023-05-01,Construction,37.0
2023-06-01,Construction,38.0
2023-07-01,Construction,38.0
2023-08-01,Construction,36.0
2023-09-01,Construction,33.0
2023-10-01,Construction,33.0
2023-11-01,Construction,35.0
2023-12-01,Construction,37.0
2024-01-01,Construction,36.0
2024-02-01,Construction,36.0
2024-03-01,Construction,37.0
2024-04-01,Construction,36.0
2024-05-01,Construction,39.0
2024-06-01,Construction,36.0
2024-07-01,Construction,38.0
2024-08-01,Construction,40.0
2024-09-01,Construction,39.0
2024-10-01,Construction,37.0
2024-11-01,Construction,33.0
2024-12-01,Construction,35.0
2025-01-01,Construction,41.0
2025-02-01,Construction,43.0
2025-03-01,Construction,43.0
2025-04-01,Construction,33.0
2025-05-01,Construction,33.0
2025-06-01,Construction,30.0
2025-07-01,Construction,31.0
2025-08-01,Construction,31.0
2025-09-01,Construction,30.0
2025-10-01,Construction,30.0
2025-11-01,Construction,29.0
2025-12-01,Construction,30.0
2026-01-01,Construction,28.0
2001-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,131.0
2001-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,130.0
2001-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,129.0
2001-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,122.0
2001-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,120.0
2001-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,121.0
2001-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,121.0
2002-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,126.0
2002-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,125.0
2002-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,127.0
2002-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,125.0
2002-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,120.0
2002-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,121.0
2002-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,119.0
2002-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,118.0
2002-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,126.0
2002-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,129.0
2002-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2002-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,120.0
2003-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,115.0
2003-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,112.0
2003-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,112.0
2003-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,112.0
2003-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,111.0
2003-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,111.0
2003-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,109.0
2003-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,113.0
2003-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,117.0
2003-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,119.0
2003-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,120.0
2003-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,122.0
2004-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,127.0
2004-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,127.0
2004-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2004-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,127.0
2004-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,132.0
2004-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,133.0
2004-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,134.0
2004-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,133.0
2004-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,133.0
2004-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,134.0
2004-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,136.0
2004-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,139.0
2005-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,140.0
2005-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,140.0
2005-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,139.0
2005-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,135.0
2005-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,132.0
2005-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,131.0
2005-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,132.0
2005-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,131.0
2005-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,132.0
2005-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,123.0
2005-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,121.0
2005-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,120.0
2006-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,121.0
2006-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,118.0
2006-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,111.0
2006-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,114.0
2006-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,117.0
2006-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,121.0
2006-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,120.0
2006-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,119.0
2006-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,120.0
2006-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,119.0
2006-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,118.0
2006-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,118.0
2007-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,116.0
2007-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,121.0
2007-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,123.0
2007-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2007-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,127.0
2007-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2007-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,126.0
2007-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,131.0
2007-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,130.0
2007-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,130.0
2007-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2007-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,129.0
2008-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,130.0
2008-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,130.0
2008-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,134.0
2008-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,134.0
2008-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,127.0
2008-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,120.0
2008-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,115.0
2008-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,112.0
2008-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,106.0
2008-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,106.0
2008-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,100.0
2008-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,94.0
2009-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,85.0
2009-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,81.0
2009-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,80.0
2009-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,77.0
2009-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,76.0
2009-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,77.0
2009-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,76.0
2009-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,79.0
2009-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,79.0
2009-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,79.0
2009-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,81.0
2009-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,84.0
2010-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,86.0
2010-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,87.0
2010-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,87.0
2010-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,89.0
2010-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,92.0
2010-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,94.0
2010-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,93.0
2010-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,91.0
2010-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,91.0
2010-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,92.0
2010-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,93.0
2010-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,93.0
2011-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,93.0
2011-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,93.0
2011-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,91.0
2011-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,93.0
2011-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,92.0
2011-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,92.0
2011-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,91.0
2011-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,89.0
2011-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,91.0
2011-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,92.0
2011-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,91.0
2011-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,90.0
2012-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,90.0
2012-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,92.0
2012-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,91.0
2012-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,89.0
2012-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,88.0
2012-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,89.0
2012-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,92.0
2012-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,95.0
2012-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,95.0
2012-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,94.0
2012-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,95.0
2012-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,94.0
2013-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,95.0
2013-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,92.0
2013-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,95.0
2013-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,97.0
2013-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,100.0
2013-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,103.0
2013-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,102.0
2013-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,99.0
2013-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,106.0
2013-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,109.0
2013-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,111.0
2013-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,109.0
2014-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,109.0
2014-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,112.0
2014-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,112.0
2014-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,115.0
2014-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,118.0
2014-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,121.0
2014-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,123.0
2014-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,125.0
2014-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,127.0
2014-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2014-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2014-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2015-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2015-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2015-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,131.0
2015-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,130.0
2015-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2015-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,127.0
2015-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,130.0
2015-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,129.0
2015-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,125.0
2015-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,124.0
2015-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,128.0
2015-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,135.0
2016-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,137.0
2016-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,139.0
2016-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,139.0
2016-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,140.0
2016-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,139.0
2016-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,138.0
2016-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,139.0
2016-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,137.0
2016-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,136.0
2016-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,138.0
2016-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,135.0
2016-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,135.0
2017-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,134.0
2017-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,136.0
2017-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,134.0
2017-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,137.0
2017-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,138.0
2017-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,140.0
2017-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,139.0
2017-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,143.0
2017-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,145.0
2017-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,147.0
2017-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,143.0
2017-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,137.0
2018-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,132.0
2018-02-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,131.0
2018-03-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,133.0
2018-04-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,130.0
2018-05-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,129.0
2018-06-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,127.0
2018-07-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,130.0
2018-08-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,134.0
2018-09-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,138.0
2018-10-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,141.0
2018-11-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,140.0
2018-12-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,139.0
2019-01-01,Wholesale & retail trade; repair of motor vehicles and motor cycles,137.0
