SDZ,Area,Series,Count,Population,Value
N21000057,Glengormley_Urban_K,Economically active: Self-employed (including full-time students),116,2119,0.05474280320906088
N21000058,Glengormley_Urban_L,Economically active: Self-employed (including full-time students),153,2539,0.06025994486018117
N21000059,Airport_A,Economically active: Self-employed (including full-time students),109,1547,0.07045895281189399
N21000060,Airport_B,Economically active: Self-employed (including full-time students),146,1761,0.08290743895513912
N21000061,Airport_C,Economically active: Self-employed (including full-time students),324,2443,0.1326238231682358
N21000062,Airport_D,Economically active: Self-employed (including full-time students),143,2503,0.05713144226927687
N21000063,Airport_E,Economically active: Self-employed (including full-time students),157,2938,0.05343771272974813
N21000064,Airport_F,Economically active: Self-employed (including full-time students),244,2962,0.08237677245104659
N21000065,Airport_G,Economically active: Self-employed (including full-time students),308,2509,0.12275807094459944
N21000066,Airport_H,Economically active: Self-employed (including full-time students),119,2885,0.04124783362218371
N21000067,Airport_J,Economically active: Self-employed (including full-time students),132,2481,0.053204353083434096
N21000068,Armagh_A,Economically active: Self-employed (including full-time students),420,3814,0.11012060828526482
N21000069,Armagh_B,Economically active: Self-employed (including full-time students),105,1826,0.05750273822562979
N21000070,Armagh_C,Economically active: Self-employed (including full-time students),126,3019,0.04173567406425969
N21000071,Armagh_D,Economically active: Self-employed (including full-time students),199,3589,0.05544719977709668
N21000072,Armagh_E,Economically active: Self-employed (including full-time students),267,2786,0.09583632447954056
N21000073,Armagh_F,Economically active: Self-employed (including full-time students),90,2306,0.03902862098872507
N21000074,Armagh_G,Economically active: Self-employed (including full-time students),186,3067,0.06064558200195631
N21000075,Armagh_H,Economically active: Self-employed (including full-time students),139,2503,0.055533359968038355
N21000076,Armagh_J,Economically active: Self-employed (including full-time students),388,3327,0.11662158100390742
N21000077,Armagh_K,Economically active: Self-employed (including full-time students),427,3533,0.12086045853382395
N21000078,Armagh_L,Economically active: Self-employed (including full-time students),156,2635,0.05920303605313093
N21000079,Portadown_A,Economically active: Self-employed (including full-time students),265,2965,0.0893760539629005
N21000080,Portadown_B,Economically active: Self-employed (including full-time students),345,3020,0.11423841059602649
N21000081,Portadown_C,Economically active: Self-employed (including full-time students),86,1820,0.04725274725274725
N21000082,Portadown_D,Economically active: Self-employed (including full-time students),57,2448,0.023284313725490197
N21000083,Portadown_E,Economically active: Self-employed (including full-time students),65,2013,0.03229011425732737
N21000084,Portadown_F,Economically active: Self-employed (including full-time students),76,1475,0.05152542372881356
N21000085,Portadown_G,Economically active: Self-employed (including full-time students),41,2043,0.020068526676456193
N21000086,Portadown_H,Economically active: Self-employed (including full-time students),99,1901,0.05207785376117833
N21000087,Portadown_J,Economically active: Self-employed (including full-time students),283,2919,0.09695101062007537
N21000088,Portadown_K,Economically active: Self-employed (including full-time students),66,2360,0.027966101694915254
N21000089,Portadown_L,Economically active: Self-employed (including full-time students),63,1901,0.03314045239347712
N21000090,Portadown_N,Economically active: Self-employed (including full-time students),66,1526,0.04325032765399738
N21000091,Portadown_P,Economically active: Self-employed (including full-time students),47,1409,0.0333569907735983
N21000092,Portadown_Q,Economically active: Self-employed (including full-time students),119,2203,0.05401724920562869
N21000093,Portadown_R,Economically active: Self-employed (including full-time students),263,2921,0.09003765833618624
N21000094,Craigavon_A,Economically active: Self-employed (including full-time students),270,3080,0.08766233766233766
N21000095,Craigavon_B,Economically active: Self-employed (including full-time students),142,2685,0.05288640595903166
N21000096,Craigavon_C,Economically active: Self-employed (including full-time students),97,2027,0.04785397138628515
N21000097,Craigavon_D,Economically active: Self-employed (including full-time students),47,1680,0.027976190476190477
N21000098,Craigavon_E,Economically active: Self-employed (including full-time students),51,2544,0.020047169811320754
N21000099,Craigavon_F,Economically active: Self-employed (including full-time students),104,2672,0.038922155688622756
N21000100,Craigavon_G,Economically active: Self-employed (including full-time students),95,2340,0.0405982905982906
N21000101,Craigavon_H,Economically active: Self-employed (including full-time students),99,1858,0.053283100107642624
N21000102,Craigavon_J,Economically active: Self-employed (including full-time students),101,2664,0.03791291291291291
N21000103,Craigavon_K,Economically active: Self-employed (including full-time students),40,1378,0.02902757619738752
N21000104,Craigavon_L,Economically active: Self-employed (including full-time students),103,1596,0.06453634085213032
N21000105,Craigavon_N,Economically active: Self-employed (including full-time students),185,2721,0.06798970966556413
N21000106,Craigavon_P,Economically active: Self-employed (including full-time students),164,1945,0.08431876606683805
N21000107,Lurgan_A,Economically active: Self-employed (including full-time students),266,2824,0.09419263456090651
N21000108,Lurgan_B,Economically active: Self-employed (including full-time students),272,2447,0.1111565181855333
N21000109,Lurgan_C,Economically active: Self-employed (including full-time students),127,2367,0.05365441487114491
N21000110,Lurgan_D,Economically active: Self-employed (including full-time students),176,2854,0.06166783461807989
N21000111,Lurgan_E,Economically active: Self-employed (including full-time students),107,2858,0.03743876836948915
N21000112,Lurgan_F,Economically active: Self-employed (including full-time students),121,2815,0.04298401420959148
N21000113,Lurgan_G,Economically active: Self-employed (including full-time students),59,1585,0.03722397476340694
N21000114,Lurgan_H,Economically active: Self-employed (including full-time students),102,2041,0.04997550220480157
N21000115,Lurgan_J,Economically active: Self-employed (including full-time students),141,2250,0.06266666666666666
N21000116,Lurgan_K,Economically active: Self-employed (including full-time students),81,1694,0.047815820543093274
N21000117,Lurgan_L,Economically active: Self-employed (including full-time students),36,1404,0.02564102564102564
N21000118,Lurgan_N,Economically active: Self-employed (including full-time students),96,2146,0.04473438956197577
N21000119,Lurgan_P,Economically active: Self-employed (including full-time students),77,2139,0.035998129967274424
N21000120,Lurgan_Q,Economically active: Self-employed (including full-time students),45,1801,0.02498611882287618
N21000121,Lurgan_R,Economically active: Self-employed (including full-time students),83,2524,0.03288431061806656
N21000122,Lurgan_S,Economically active: Self-employed (including full-time students),153,2627,0.05824133993148078
N21000123,Lurgan_T,Economically active: Self-employed (including full-time students),79,1823,0.04333516182117389
N21000124,Lagan_River_A,Economically active: Self-employed (including full-time students),131,1935,0.06770025839793281
N21000125,Lagan_River_B,Economically active: Self-employed (including full-time students),126,1931,0.06525116519937856
N21000126,Lagan_River_C,Economically active: Self-employed (including full-time students),181,1521,0.11900065746219593
N21000127,Lagan_River_D,Economically active: Self-employed (including full-time students),91,1726,0.05272305909617613
N21000128,Lagan_River_E,Economically active: Self-employed (including full-time students),105,1977,0.05311077389984825
N21000129,Lagan_River_F,Economically active: Self-employed (including full-time students),168,2980,0.056375838926174496
N21000130,Lagan_River_G,Economically active: Self-employed (including full-time students),248,2611,0.0949827652240521
N21000131,Lagan_River_H,Economically active: Self-employed (including full-time students),109,1689,0.0645352279455299
N21000132,Lagan_River_J,Economically active: Self-employed (including full-time students),221,1955,0.11304347826086956
N21000133,Lagan_River_K,Economically active: Self-employed (including full-time students),282,2424,0.11633663366336634
N21000134,Lagan_River_L,Economically active: Self-employed (including full-time students),137,1430,0.0958041958041958
N21000135,Lagan_River_N,Economically active: Self-employed (including full-time students),320,2625,0.1219047619047619
N21000136,Banbridge_A,Economically active: Self-employed (including full-time students),183,2305,0.07939262472885032
N21000137,Banbridge_B,Economically active: Self-employed (including full-time students),90,1957,0.045988758303525806
N21000138,Banbridge_C,Economically active: Self-employed (including full-time students),110,1926,0.05711318795430945
N21000139,Banbridge_D,Economically active: Self-employed (including full-time students),125,2926,0.04272043745727956
N21000140,Banbridge_E,Economically active: Self-employed (including full-time students),116,2524,0.04595879556259905
N21000141,Banbridge_F,Economically active: Self-employed (including full-time students),232,2074,0.11186113789778207
N21000142,Banbridge_G,Economically active: Self-employed (including full-time students),40,1525,0.02622950819672131
N21000143,Banbridge_H,Economically active: Self-employed (including full-time students),167,2959,0.05643798580601555
N21000144,Banbridge_J,Economically active: Self-employed (including full-time students),148,2511,0.05894066109119873
N21000145,Banbridge_K,Economically active: Self-employed (including full-time students),229,3032,0.07552770448548812
N21000146,Banbridge_L,Economically active: Self-employed (including full-time students),490,3400,0.14411764705882352
N21000147,Banbridge_N,Economically active: Self-employed (including full-time students),263,2918,0.09013022618231666
N21000148,Banbridge_P,Economically active: Self-employed (including full-time students),271,2396,0.1131051752921536
N21000149,Banbridge_Q,Economically active: Self-employed (including full-time students),117,2490,0.046987951807228916
N21000150,Cusher_A,Economically active: Self-employed (including full-time students),89,1410,0.06312056737588652
N21000151,Cusher_B,Economically active: Self-employed (including full-time students),136,2738,0.04967129291453616
N21000152,Cusher_C,Economically active: Self-employed (including full-time students),81,1832,0.04421397379912664
N21000153,Cusher_D,Economically active: Self-employed (including full-time students),208,1778,0.11698537682789652
N21000154,Cusher_E,Economically active: Self-employed (including full-time students),307,2975,0.10319327731092437
N21000155,Cusher_F,Economically active: Self-employed (including full-time students),78,1713,0.04553415061295972
N21000156,Cusher_G,Economically active: Self-employed (including full-time students),233,2345,0.09936034115138592
N21000157,Cusher_H,Economically active: Self-employed (including full-time students),301,2524,0.11925515055467512
N21000158,Cusher_J,Economically active: Self-employed (including full-time students),88,1906,0.046169989506820566
N21000159,Cusher_K,Economically active: Self-employed (including full-time students),442,3592,0.12305122494432072
N21000160,Cusher_L,Economically active: Self-employed (including full-time students),313,3382,0.09254878769958605
N21000161,Oldpark_A,Economically active: Self-employed (including full-time students),116,2707,0.042851865533801256
N21000162,Oldpark_B,Economically active: Self-employed (including full-time students),60,1676,0.03579952267303103
N21000163,Oldpark_C,Economically active: Self-employed (including full-time students),84,1998,0.042042042042042045
N21000164,Oldpark_D,Economically active: Self-employed (including full-time students),93,2127,0.04372355430183357
N21000165,Oldpark_E,Economically active: Self-employed (including full-time students),91,2310,0.03939393939393939
N21000166,Oldpark_F,Economically active: Self-employed (including full-time students),50,1555,0.03215434083601286
N21000167,Oldpark_G,Economically active: Self-employed (including full-time students),107,2192,0.04881386861313869
N21000168,Oldpark_H,Economically active: Self-employed (including full-time students),41,1551,0.026434558349451968
N21000169,Oldpark_J,Economically active: Self-employed (including full-time students),32,1337,0.02393418100224383
N21000170,Oldpark_K,Economically active: Self-employed (including full-time students),59,1830,0.03224043715846994
N21000171,Oldpark_L,Economically active: Self-employed (including full-time students),107,2262,0.04730327144120248
N21000172,Oldpark_N,Economically active: Self-employed (including full-time students),74,2386,0.03101424979044426
N21000173,Oldpark_P,Economically active: Self-employed (including full-time students),37,1275,0.029019607843137254
N21000174,Oldpark_Q,Economically active: Self-employed (including full-time students),42,2046,0.020527859237536656
N21000175,Oldpark_R,Economically active: Self-employed (including full-time students),60,2293,0.026166593981683386
N21000176,Oldpark_S,Economically active: Self-employed (including full-time students),47,1459,0.03221384509938314
N21000177,Oldpark_T,Economically active: Self-employed (including full-time students),40,1572,0.02544529262086514
N21000178,Oldpark_U,Economically active: Self-employed (including full-time students),52,1775,0.029295774647887324
N21000179,Castle_A,Economically active: Self-employed (including full-time students),94,1702,0.055229142185663924
N21000180,Castle_B,Economically active: Self-employed (including full-time students),93,1939,0.0479628674574523
N21000181,Castle_C,Economically active: Self-employed (including full-time students),77,1751,0.04397487150199886
N21000182,Castle_D,Economically active: Self-employed (including full-time students),167,1797,0.09293266555370061
N21000183,Castle_E,Economically active: Self-employed (including full-time students),51,1595,0.03197492163009404
N21000184,Castle_F,Economically active: Self-employed (including full-time students),100,1388,0.07204610951008646
N21000185,Castle_G,Economically active: Self-employed (including full-time students),85,2406,0.035328345802161265
N21000186,Castle_H,Economically active: Self-employed (including full-time students),128,2411,0.05309000414765657
N21000187,Castle_J,Economically active: Self-employed (including full-time students),122,2442,0.049959049959049956
N21000188,Castle_K,Economically active: Self-employed (including full-time students),87,1486,0.058546433378196504
N21000189,Castle_L,Economically active: Self-employed (including full-time students),118,2040,0.05784313725490196
N21000190,Castle_N,Economically active: Self-employed (including full-time students),40,1140,0.03508771929824561
N21000191,Castle_P,Economically active: Self-employed (including full-time students),37,1296,0.02854938271604938
N21000192,Castle_Q,Economically active: Self-employed (including full-time students),101,2146,0.04706430568499534
N21000193,Castle_R,Economically active: Self-employed (including full-time students),123,2219,0.055430374042361424
N21000194,Castle_S,Economically active: Self-employed (including full-time students),64,1580,0.04050632911392405
N21000195,Castle_T,Economically active: Self-employed (including full-time students),64,1967,0.03253685815963396
N21000196,Castle_U,Economically active: Self-employed (including full-time students),77,2371,0.03247574862927035
N21000197,Titanic_A,Economically active: Self-employed (including full-time students),65,1248,0.052083333333333336
N21000198,Titanic_B,Economically active: Self-employed (including full-time students),66,1760,0.0375
N21000199,Titanic_C,Economically active: Self-employed (including full-time students),90,1885,0.04774535809018567
N21000200,Titanic_D,Economically active: Self-employed (including full-time students),89,2020,0.04405940594059406
N21000201,Titanic_E,Economically active: Self-employed (including full-time students),78,1518,0.05138339920948617
N21000202,Titanic_F,Economically active: Self-employed (including full-time students),39,1993,0.019568489713998997
N21000203,Titanic_G,Economically active: Self-employed (including full-time students),62,1096,0.05656934306569343
N21000204,Titanic_H,Economically active: Self-employed (including full-time students),79,2370,0.03333333333333333
N21000205,Titanic_J,Economically active: Self-employed (including full-time students),116,1905,0.06089238845144357
N21000206,Titanic_K,Economically active: Self-employed (including full-time students),124,1405,0.08825622775800712
N21000207,Titanic_L,Economically active: Self-employed (including full-time students),63,1669,0.037747153984421807
N21000208,Titanic_N,Economically active: Self-employed (including full-time students),43,1586,0.02711223203026482
N21000209,Titanic_P,Economically active: Self-employed (including full-time students),65,1684,0.03859857482185273
N21000210,Titanic_Q,Economically active: Self-employed (including full-time students),106,1836,0.05773420479302832
N21000211,Titanic_R,Economically active: Self-employed (including full-time students),144,1991,0.07232546459065796
N21000212,Titanic_S,Economically active: Self-employed (including full-time students),62,1472,0.042119565217391304
N21000213,Titanic_T,Economically active: Self-employed (including full-time students),57,1860,0.03064516129032258
N21000214,Titanic_U,Economically active: Self-employed (including full-time students),64,1179,0.0542832909245123
N21000215,Titanic_W,Economically active: Self-employed (including full-time students),48,1457,0.032944406314344546
N21000216,Titanic_X,Economically active: Self-employed (including full-time students),66,1240,0.0532258064516129
N21000217,Titanic_Y,Economically active: Self-employed (including full-time students),71,1629,0.04358502148557397
N21000218,Titanic_Z,Economically active: Self-employed (including full-time students),69,1320,0.05227272727272727
N21000219,Ormiston_A,Economically active: Self-employed (including full-time students),78,1898,0.0410958904109589
N21000220,Ormiston_B,Economically active: Self-employed (including full-time students),117,2079,0.05627705627705628
N21000221,Ormiston_C,Economically active: Self-employed (including full-time students),176,2472,0.07119741100323625
N21000222,Ormiston_D,Economically active: Self-employed (including full-time students),114,2219,0.05137449301487156
N21000223,Ormiston_E,Economically active: Self-employed (including full-time students),153,1938,0.07894736842105263
N21000224,Ormiston_F,Economically active: Self-employed (including full-time students),190,2482,0.07655116841257051
N21000225,Ormiston_G,Economically active: Self-employed (including full-time students),178,2151,0.08275220827522083
N21000226,Ormiston_H,Economically active: Self-employed (including full-time students),156,1872,0.08333333333333333
N21000227,Ormiston_J,Economically active: Self-employed (including full-time students),118,1960,0.06020408163265306
N21000228,Ormiston_K,Economically active: Self-employed (including full-time students),91,1989,0.0457516339869281
N21000229,Ormiston_L,Economically active: Self-employed (including full-time students),68,2126,0.03198494825964252
N21000230,Ormiston_N,Economically active: Self-employed (including full-time students),154,2362,0.06519898391193904
N21000231,Ormiston_P,Economically active: Self-employed (including full-time students),135,2241,0.060240963855421686
N21000232,Ormiston_Q,Economically active: Self-employed (including full-time students),48,1126,0.04262877442273535
N21000233,Ormiston_R,Economically active: Self-employed (including full-time students),119,1758,0.0676905574516496
N21000234,Ormiston_S,Economically active: Self-employed (including full-time students),89,1884,0.04723991507430998
N21000235,Ormiston_T,Economically active: Self-employed (including full-time students),94,2059,0.045653229723166586
N21000236,Lisnasharragh_A,Economically active: Self-employed (including full-time students),101,1744,0.05791284403669725
N21000237,Lisnasharragh_B,Economically active: Self-employed (including full-time students),157,2562,0.06128024980483997
N21000238,Lisnasharragh_C,Economically active: Self-employed (including full-time students),91,1291,0.0704879938032533
N21000239,Lisnasharragh_D,Economically active: Self-employed (including full-time students),86,1522,0.056504599211563734
N21000240,Lisnasharragh_E,Economically active: Self-employed (including full-time students),103,1871,0.055050774986638164
N21000241,Lisnasharragh_F,Economically active: Self-employed (including full-time students),165,1914,0.08620689655172414
N21000242,Lisnasharragh_G,Economically active: Self-employed (including full-time students),69,1501,0.04596935376415723
N21000243,Lisnasharragh_H,Economically active: Self-employed (including full-time students),47,1278,0.036776212832550864
N21000244,Lisnasharragh_J,Economically active: Self-employed (including full-time students),100,1929,0.05184033177812338
N21000245,Lisnasharragh_K,Economically active: Self-employed (including full-time students),122,1978,0.06167846309403438
N21000246,Lisnasharragh_L,Economically active: Self-employed (including full-time students),69,1849,0.03731746890210925
N21000247,Lisnasharragh_N,Economically active: Self-employed (including full-time students),157,2797,0.05613156953879156
N21000248,Lisnasharragh_P,Economically active: Self-employed (including full-time students),177,2641,0.06702006815600152
N21000249,Lisnasharragh_Q,Economically active: Self-employed (including full-time students),134,1820,0.07362637362637363
N21000250,Lisnasharragh_R,Economically active: Self-employed (including full-time students),126,2472,0.050970873786407765
N21000251,Botanic_A,Economically active: Self-employed (including full-time students),77,3374,0.022821576763485476
N21000252,Botanic_B,Economically active: Self-employed (including full-time students),56,1626,0.03444034440344403
N21000253,Botanic_C,Economically active: Self-employed (including full-time students),67,2313,0.028966709900562042
N21000254,Botanic_D,Economically active: Self-employed (including full-time students),62,1815,0.03415977961432507
N21000255,Botanic_E,Economically active: Self-employed (including full-time students),72,1807,0.03984504703929164
N21000256,Botanic_F,Economically active: Self-employed (including full-time students),57,1858,0.030678148546824543
N21000257,Botanic_G,Economically active: Self-employed (including full-time students),53,1522,0.03482260183968462
N21000258,Botanic_H,Economically active: Self-employed (including full-time students),90,2833,0.03176844334627603
N21000259,Botanic_J,Economically active: Self-employed (including full-time students),49,1909,0.02566788894709272
N21000260,Botanic_K,Economically active: Self-employed (including full-time students),78,2030,0.03842364532019704
N21000261,Botanic_L,Economically active: Self-employed (including full-time students),78,2156,0.036178107606679034
N21000262,Botanic_N,Economically active: Self-employed (including full-time students),102,2732,0.03733528550512445
N21000263,Botanic_P,Economically active: Self-employed (including full-time students),195,2315,0.08423326133909287
N21000264,Botanic_Q,Economically active: Self-employed (including full-time students),80,2694,0.02969561989606533
N21000265,Botanic_R,Economically active: Self-employed (including full-time students),138,2710,0.05092250922509225
N21000266,Botanic_S,Economically active: Self-employed (including full-time students),133,2101,0.06330318895763921
N21000267,Botanic_T,Economically active: Self-employed (including full-time students),117,1797,0.0651085141903172
N21000268,Botanic_U,Economically active: Self-employed (including full-time students),55,1307,0.042081101759755164
N21000269,Botanic_W,Economically active: Self-employed (including full-time students),172,2416,0.07119205298013245
N21000270,Botanic_X,Economically active: Self-employed (including full-time students),214,3639,0.05880736466062105
N21000271,Botanic_Y,Economically active: Self-employed (including full-time students),222,2967,0.07482305358948432
N21000272,Botanic_Z,Economically active: Self-employed (including full-time students),182,1806,0.10077519379844961
N21000273,Balmoral_A,Economically active: Self-employed (including full-time students),277,2265,0.12229580573951435
N21000274,Balmoral_B,Economically active: Self-employed (including full-time students),106,1278,0.08294209702660407
N21000275,Balmoral_C,Economically active: Self-employed (including full-time students),97,1569,0.061822817080943275
N21000276,Balmoral_D,Economically active: Self-employed (including full-time students),110,2134,0.05154639175257732
N21000277,Balmoral_E,Economically active: Self-employed (including full-time students),263,2229,0.11799013010318528
N21000278,Balmoral_F,Economically active: Self-employed (including full-time students),149,2014,0.07398212512413108
N21000279,Balmoral_G,Economically active: Self-employed (including full-time students),78,1824,0.04276315789473684
N21000280,Balmoral_H,Economically active: Self-employed (including full-time students),105,1548,0.06782945736434108
N21000281,Balmoral_J,Economically active: Self-employed (including full-time students),91,2168,0.04197416974169742
N21000282,Balmoral_K,Economically active: Self-employed (including full-time students),49,1514,0.03236459709379128
N21000283,Balmoral_L,Economically active: Self-employed (including full-time students),147,1971,0.0745814307458143
N21000284,Balmoral_N,Economically active: Self-employed (including full-time students),134,2125,0.06305882352941176
N21000285,Balmoral_P,Economically active: Self-employed (including full-time students),85,1855,0.04582210242587601
N21000286,Collin_A,Economically active: Self-employed (including full-time students),95,1732,0.05484988452655889
N21000287,Collin_B,Economically active: Self-employed (including full-time students),82,2902,0.028256374913852515
N21000288,Collin_C,Economically active: Self-employed (including full-time students),54,1909,0.028287061288632794
N21000289,Collin_D,Economically active: Self-employed (including full-time students),115,2401,0.04789670970428988
N21000290,Collin_E,Economically active: Self-employed (including full-time students),71,2344,0.030290102389078498
N21000291,Collin_F,Economically active: Self-employed (including full-time students),79,1787,0.04420817011751539
N21000292,Collin_G,Economically active: Self-employed (including full-time students),88,2729,0.03224624404543789
N21000293,Collin_H,Economically active: Self-employed (including full-time students),166,2765,0.06003616636528029
N21000294,Collin_J,Economically active: Self-employed (including full-time students),104,1947,0.05341551104262968
N21000295,Collin_K,Economically active: Self-employed (including full-time students),67,2077,0.03225806451612903
N21000296,Collin_L,Economically active: Self-employed (including full-time students),125,2125,0.058823529411764705
N21000297,Collin_N,Economically active: Self-employed (including full-time students),130,2607,0.04986574606827771
N21000298,Collin_P,Economically active: Self-employed (including full-time students),78,2278,0.03424056189640035
N21000299,Collin_Q,Economically active: Self-employed (including full-time students),147,2394,0.06140350877192982
N21000300,Collin_R,Economically active: Self-employed (including full-time students),91,1912,0.047594142259414225
N21000301,Black_Mountain_A,Economically active: Self-employed (including full-time students),81,3149,0.025722451571927596
N21000302,Black_Mountain_B,Economically active: Self-employed (including full-time students),42,2205,0.01904761904761905
N21000303,Black_Mountain_C,Economically active: Self-employed (including full-time students),41,1863,0.02200751476113795
N21000304,Black_Mountain_D,Economically active: Self-employed (including full-time students),135,2696,0.05007418397626113
N21000305,Black_Mountain_E,Economically active: Self-employed (including full-time students),47,2328,0.020189003436426118
N21000306,Black_Mountain_F,Economically active: Self-employed (including full-time students),59,2411,0.024471173786810452
N21000307,Black_Mountain_G,Economically active: Self-employed (including full-time students),161,2800,0.0575
N21000308,Black_Mountain_H,Economically active: Self-employed (including full-time students),72,2128,0.03383458646616541
N21000309,Black_Mountain_J,Economically active: Self-employed (including full-time students),99,2626,0.0376999238385377
N21000310,Black_Mountain_K,Economically active: Self-employed (including full-time students),78,1857,0.0420032310177706
N21000311,Black_Mountain_L,Economically active: Self-employed (including full-time students),112,2438,0.04593929450369155
N21000312,Black_Mountain_N,Economically active: Self-employed (including full-time students),81,2389,0.03390539974884889
N21000313,Black_Mountain_P,Economically active: Self-employed (including full-time students),88,2561,0.03436157750878563
N21000314,Black_Mountain_Q,Economically active: Self-employed (including full-time students),76,1788,0.042505592841163314
N21000315,Black_Mountain_R,Economically active: Self-employed (including full-time students),123,2637,0.04664391353811149
N21000316,Court_A,Economically active: Self-employed (including full-time students),61,1574,0.03875476493011436
N21000317,Court_B,Economically active: Self-employed (including full-time students),58,1870,0.031016042780748664
