rw,yr,death_duty,Real Wealth
5E+05,1934,6,"£500,000.00"
5E+05,1935,7,"£500,000.00"
5E+05,1936,7,"£500,000.00"
5E+05,1937,7,"£500,000.00"
5E+05,1938,7,"£500,000.00"
5E+05,1939,7,"£500,000.00"
5E+05,1939,7,"£500,000.00"
5E+05,1940,9.2,"£500,000.00"
5E+05,1941,9.2,"£500,000.00"
5E+05,1942,10.4,"£500,000.00"
5E+05,1943,10.4,"£500,000.00"
5E+05,1944,10.4,"£500,000.00"
5E+05,1945,10.4,"£500,000.00"
5E+05,1946,10.4,"£500,000.00"
5E+05,1947,12,"£500,000.00"
5E+05,1948,12,"£500,000.00"
5E+05,1949,14,"£500,000.00"
5E+05,1949,15,"£500,000.00"
5E+05,1950,15,"£500,000.00"
5E+05,1951,15,"£500,000.00"
5E+05,1952,18,"£500,000.00"
5E+05,1953,18,"£500,000.00"
5E+05,1954,18,"£500,000.00"
5E+05,1955,18,"£500,000.00"
5E+05,1956,18,"£500,000.00"
5E+05,1957,21,"£500,000.00"
5E+05,1958,21,"£500,000.00"
5E+05,1959,21,"£500,000.00"
5E+05,1960,21,"£500,000.00"
5E+05,1961,21,"£500,000.00"
5E+05,1962,21,"£500,000.00"
5E+05,1963,24,"£500,000.00"
5E+05,1964,24,"£500,000.00"
5E+05,1965,24,"£500,000.00"
5E+05,1966,24,"£500,000.00"
5E+05,1967,28,"£500,000.00"
5E+05,1968,28,"£500,000.00"
5E+05,1969,28,"£500,000.00"
5E+05,1970,60,"£500,000.00"
5E+05,1971,60,"£500,000.00"
5E+05,1972,45,"£500,000.00"
5E+05,1973,50,"£500,000.00"
5E+05,1974,50,"£500,000.00"
5E+05,1975,45,"£500,000.00"
5E+05,1976,45,"£500,000.00"
5E+05,1977,50,"£500,000.00"
5E+05,1978,50,"£500,000.00"
5E+05,1979,55,"£500,000.00"
5E+05,1980,55,"£500,000.00"
5E+05,1981,60,"£500,000.00"
5E+05,1982,50,"£500,000.00"
5E+05,1983,50,"£500,000.00"
5E+05,1985,50,"£500,000.00"
5E+05,1986,40,"£500,000.00"
5E+05,1987,40,"£500,000.00"
5E+05,1988,40,"£500,000.00"
5E+05,1989,40,"£500,000.00"
5E+05,1990,40,"£500,000.00"
5E+05,1991,40,"£500,000.00"
5E+05,1992,40,"£500,000.00"
5E+05,1993,40,"£500,000.00"
5E+05,1994,40,"£500,000.00"
5E+05,1995,40,"£500,000.00"
5E+05,1996,40,"£500,000.00"
5E+05,1997,40,"£500,000.00"
5E+05,1998,40,"£500,000.00"
5E+05,1999,40,"£500,000.00"
5E+05,2000,40,"£500,000.00"
5E+05,2001,40,"£500,000.00"
5E+05,2002,40,"£500,000.00"
5E+05,2003,40,"£500,000.00"
5E+05,2004,40,"£500,000.00"
5E+05,2005,40,"£500,000.00"
5E+05,2006,40,"£500,000.00"
5E+05,2007,40,"£500,000.00"
5E+05,2008,40,"£500,000.00"
5E+05,2009,40,"£500,000.00"
5E+05,2010,40,"£500,000.00"
5E+05,2011,40,"£500,000.00"
5E+05,2012,40,"£500,000.00"
5E+05,2013,40,"£500,000.00"
5E+05,2014,40,"£500,000.00"
1E+06,1892,6,"£1,000,000.00"
1E+06,1893,6,"£1,000,000.00"
1E+06,1894,6,"£1,000,000.00"
1E+06,1895,6,"£1,000,000.00"
1E+06,1896,6,"£1,000,000.00"
1E+06,1897,6,"£1,000,000.00"
1E+06,1898,6,"£1,000,000.00"
1E+06,1899,6,"£1,000,000.00"
1E+06,1900,6,"£1,000,000.00"
1E+06,1901,6,"£1,000,000.00"
1E+06,1902,6,"£1,000,000.00"
1E+06,1903,6,"£1,000,000.00"
1E+06,1904,6,"£1,000,000.00"
1E+06,1905,6,"£1,000,000.00"
1E+06,1906,6,"£1,000,000.00"
1E+06,1907,6,"£1,000,000.00"
1E+06,1908,6,"£1,000,000.00"
1E+06,1909,6,"£1,000,000.00"
1E+06,1910,7,"£1,000,000.00"
1E+06,1911,7,"£1,000,000.00"
1E+06,1912,7,"£1,000,000.00"
1E+06,1913,7,"£1,000,000.00"
1E+06,1914,7,"£1,000,000.00"
1E+06,1915,7,"£1,000,000.00"
1E+06,1916,7,"£1,000,000.00"
1E+06,1917,8,"£1,000,000.00"
1E+06,1918,8,"£1,000,000.00"
1E+06,1919,8,"£1,000,000.00"
1E+06,1920,11,"£1,000,000.00"
1E+06,1920,13,"£1,000,000.00"
1E+06,1921,10,"£1,000,000.00"
1E+06,1922,10,"£1,000,000.00"
1E+06,1923,9,"£1,000,000.00"
1E+06,1924,9,"£1,000,000.00"
1E+06,1925,9,"£1,000,000.00"
1E+06,1926,11,"£1,000,000.00"
1E+06,1927,11,"£1,000,000.00"
1E+06,1928,11,"£1,000,000.00"
1E+06,1929,11,"£1,000,000.00"
1E+06,1930,11,"£1,000,000.00"
1E+06,1931,10,"£1,000,000.00"
1E+06,1932,10,"£1,000,000.00"
1E+06,1933,10,"£1,000,000.00"
1E+06,1934,10,"£1,000,000.00"
1E+06,1935,10,"£1,000,000.00"
1E+06,1936,10,"£1,000,000.00"
1E+06,1937,10,"£1,000,000.00"
1E+06,1938,11,"£1,000,000.00"
1E+06,1939,11,"£1,000,000.00"
1E+06,1939,11,"£1,000,000.00"
1E+06,1940,14,"£1,000,000.00"
1E+06,1941,14,"£1,000,000.00"
1E+06,1942,15.2,"£1,000,000.00"
1E+06,1943,15.2,"£1,000,000.00"
1E+06,1944,15.2,"£1,000,000.00"
1E+06,1945,15.2,"£1,000,000.00"
1E+06,1946,15.2,"£1,000,000.00"
1E+06,1947,20,"£1,000,000.00"
1E+06,1948,20,"£1,000,000.00"
1E+06,1949,22,"£1,000,000.00"
1E+06,1949,28,"£1,000,000.00"
1E+06,1950,28,"£1,000,000.00"
1E+06,1951,31,"£1,000,000.00"
1E+06,1952,35,"£1,000,000.00"
1E+06,1953,35,"£1,000,000.00"
1E+06,1954,35,"£1,000,000.00"
1E+06,1955,35,"£1,000,000.00"
1E+06,1956,35,"£1,000,000.00"
1E+06,1957,40,"£1,000,000.00"
1E+06,1958,40,"£1,000,000.00"
1E+06,1959,40,"£1,000,000.00"
1E+06,1960,40,"£1,000,000.00"
1E+06,1961,40,"£1,000,000.00"
1E+06,1962,40,"£1,000,000.00"
1E+06,1963,40,"£1,000,000.00"
1E+06,1964,40,"£1,000,000.00"
1E+06,1965,45,"£1,000,000.00"
1E+06,1966,45,"£1,000,000.00"
1E+06,1967,45,"£1,000,000.00"
1E+06,1968,45,"£1,000,000.00"
1E+06,1969,45,"£1,000,000.00"
1E+06,1970,65,"£1,000,000.00"
1E+06,1971,65,"£1,000,000.00"
1E+06,1972,60,"£1,000,000.00"
1E+06,1973,60,"£1,000,000.00"
1E+06,1974,60,"£1,000,000.00"
1E+06,1975,60,"£1,000,000.00"
1E+06,1976,60,"£1,000,000.00"
1E+06,1977,60,"£1,000,000.00"
1E+06,1978,60,"£1,000,000.00"
1E+06,1979,60,"£1,000,000.00"
1E+06,1980,60,"£1,000,000.00"
1E+06,1981,60,"£1,000,000.00"
1E+06,1982,60,"£1,000,000.00"
1E+06,1983,60,"£1,000,000.00"
1E+06,1984,60,"£1,000,000.00"
1E+06,1985,60,"£1,000,000.00"
1E+06,1986,40,"£1,000,000.00"
1E+06,1987,40,"£1,000,000.00"
1E+06,1988,40,"£1,000,000.00"
1E+06,1989,40,"£1,000,000.00"
1E+06,1990,40,"£1,000,000.00"
1E+06,1991,40,"£1,000,000.00"
1E+06,1992,40,"£1,000,000.00"
1E+06,1993,40,"£1,000,000.00"
1E+06,1994,40,"£1,000,000.00"
1E+06,1995,40,"£1,000,000.00"
1E+06,1996,40,"£1,000,000.00"
1E+06,1997,40,"£1,000,000.00"
1E+06,1998,40,"£1,000,000.00"
1E+06,1999,40,"£1,000,000.00"
1E+06,2000,40,"£1,000,000.00"
1E+06,2001,40,"£1,000,000.00"
1E+06,2002,40,"£1,000,000.00"
1E+06,2003,40,"£1,000,000.00"
1E+06,2004,40,"£1,000,000.00"
1E+06,2005,40,"£1,000,000.00"
1E+06,2006,40,"£1,000,000.00"
1E+06,2007,40,"£1,000,000.00"
1E+06,2008,40,"£1,000,000.00"
1E+06,2009,40,"£1,000,000.00"
1E+06,2010,40,"£1,000,000.00"
1E+06,2011,40,"£1,000,000.00"
1E+06,2012,40,"£1,000,000.00"
1E+06,2013,40,"£1,000,000.00"
1E+06,2014,40,"£1,000,000.00"
5E+06,1892,7,"£5,000,000.00"
5E+06,1893,7,"£5,000,000.00"
5E+06,1894,7,"£5,000,000.00"
5E+06,1895,7,"£5,000,000.00"
5E+06,1896,7,"£5,000,000.00"
5E+06,1897,7,"£5,000,000.00"
5E+06,1898,7,"£5,000,000.00"
5E+06,1899,7,"£5,000,000.00"
5E+06,1900,7,"£5,000,000.00"
5E+06,1901,7,"£5,000,000.00"
5E+06,1902,7,"£5,000,000.00"
5E+06,1903,7,"£5,000,000.00"
5E+06,1904,7,"£5,000,000.00"
5E+06,1905,7,"£5,000,000.00"
5E+06,1906,7,"£5,000,000.00"
5E+06,1907,7,"£5,000,000.00"
5E+06,1908,7,"£5,000,000.00"
5E+06,1909,7,"£5,000,000.00"
5E+06,1910,9,"£5,000,000.00"
5E+06,1911,9,"£5,000,000.00"
5E+06,1912,9,"£5,000,000.00"
5E+06,1913,9,"£5,000,000.00"
5E+06,1914,9,"£5,000,000.00"
5E+06,1915,10,"£5,000,000.00"
5E+06,1916,11,"£5,000,000.00"
5E+06,1917,12,"£5,000,000.00"
5E+06,1918,12,"£5,000,000.00"
5E+06,1919,12,"£5,000,000.00"
5E+06,1920,13,"£5,000,000.00"
5E+06,1920,19,"£5,000,000.00"
5E+06,1921,18,"£5,000,000.00"
5E+06,1922,17,"£5,000,000.00"
5E+06,1923,17,"£5,000,000.00"
5E+06,1924,17,"£5,000,000.00"
5E+06,1925,17,"£5,000,000.00"
5E+06,1926,22,"£5,000,000.00"
5E+06,1927,22,"£5,000,000.00"
5E+06,1928,22,"£5,000,000.00"
5E+06,1929,22,"£5,000,000.00"
5E+06,1930,22,"£5,000,000.00"
5E+06,1931,22,"£5,000,000.00"
5E+06,1932,22,"£5,000,000.00"
5E+06,1933,21,"£5,000,000.00"
5E+06,1934,21,"£5,000,000.00"
5E+06,1935,22,"£5,000,000.00"
5E+06,1936,22,"£5,000,000.00"
5E+06,1937,22,"£5,000,000.00"
5E+06,1938,22,"£5,000,000.00"
5E+06,1939,22,"£5,000,000.00"
5E+06,1939,24,"£5,000,000.00"
5E+06,1940,30.6,"£5,000,000.00"
5E+06,1941,30.6,"£5,000,000.00"
5E+06,1942,33.2,"£5,000,000.00"
5E+06,1943,33.2,"£5,000,000.00"
5E+06,1944,33.2,"£5,000,000.00"
5E+06,1945,33.2,"£5,000,000.00"
5E+06,1946,33.2,"£5,000,000.00"
5E+06,1947,42,"£5,000,000.00"
5E+06,1948,42,"£5,000,000.00"
5E+06,1949,47,"£5,000,000.00"
5E+06,1949,60,"£5,000,000.00"
5E+06,1950,60,"£5,000,000.00"
5E+06,1951,60,"£5,000,000.00"
5E+06,1952,60,"£5,000,000.00"
5E+06,1953,60,"£5,000,000.00"
5E+06,1954,60,"£5,000,000.00"
5E+06,1955,60,"£5,000,000.00"
5E+06,1956,60,"£5,000,000.00"
5E+06,1957,65,"£5,000,000.00"
5E+06,1958,65,"£5,000,000.00"
5E+06,1959,65,"£5,000,000.00"
5E+06,1960,65,"£5,000,000.00"
5E+06,1961,65,"£5,000,000.00"
5E+06,1962,65,"£5,000,000.00"
5E+06,1963,65,"£5,000,000.00"
5E+06,1964,65,"£5,000,000.00"
5E+06,1965,65,"£5,000,000.00"
5E+06,1966,65,"£5,000,000.00"
5E+06,1967,65,"£5,000,000.00"
5E+06,1968,65,"£5,000,000.00"
5E+06,1969,65,"£5,000,000.00"
5E+06,1970,75,"£5,000,000.00"
5E+06,1971,80,"£5,000,000.00"
5E+06,1972,75,"£5,000,000.00"
5E+06,1973,75,"£5,000,000.00"
5E+06,1974,75,"£5,000,000.00"
5E+06,1975,65,"£5,000,000.00"
5E+06,1976,65,"£5,000,000.00"
5E+06,1977,70,"£5,000,000.00"
5E+06,1978,70,"£5,000,000.00"
5E+06,1979,70,"£5,000,000.00"
5E+06,1980,70,"£5,000,000.00"
5E+06,1981,70,"£5,000,000.00"
5E+06,1982,70,"£5,000,000.00"
5E+06,1983,70,"£5,000,000.00"
5E+06,1984,60,"£5,000,000.00"
5E+06,1985,60,"£5,000,000.00"
5E+06,1986,40,"£5,000,000.00"
5E+06,1987,40,"£5,000,000.00"
5E+06,1988,40,"£5,000,000.00"
5E+06,1989,40,"£5,000,000.00"
5E+06,1990,40,"£5,000,000.00"
5E+06,1991,40,"£5,000,000.00"
5E+06,1992,40,"£5,000,000.00"
5E+06,1993,40,"£5,000,000.00"
5E+06,1994,40,"£5,000,000.00"
5E+06,1995,40,"£5,000,000.00"
5E+06,1996,40,"£5,000,000.00"
5E+06,1997,40,"£5,000,000.00"
5E+06,1998,40,"£5,000,000.00"
5E+06,1999,40,"£5,000,000.00"
5E+06,2000,40,"£5,000,000.00"
5E+06,2001,40,"£5,000,000.00"
5E+06,2002,40,"£5,000,000.00"
5E+06,2003,40,"£5,000,000.00"
5E+06,2004,40,"£5,000,000.00"
5E+06,2005,40,"£5,000,000.00"
5E+06,2006,40,"£5,000,000.00"
5E+06,2007,40,"£5,000,000.00"
5E+06,2008,40,"£5,000,000.00"
5E+06,2009,40,"£5,000,000.00"
5E+06,2010,40,"£5,000,000.00"
5E+06,2011,40,"£5,000,000.00"
5E+06,2012,40,"£5,000,000.00"
5E+06,2013,40,"£5,000,000.00"
5E+06,2014,40,"£5,000,000.00"
1E+07,1892,8,"£10,000,000.00"
1E+07,1893,8,"£10,000,000.00"
1E+07,1894,8,"£10,000,000.00"
1E+07,1895,8,"£10,000,000.00"
1E+07,1896,8,"£10,000,000.00"
1E+07,1897,8,"£10,000,000.00"
1E+07,1898,8,"£10,000,000.00"
1E+07,1899,8,"£10,000,000.00"
1E+07,1900,8,"£10,000,000.00"
1E+07,1901,8,"£10,000,000.00"
1E+07,1902,8,"£10,000,000.00"
1E+07,1903,8,"£10,000,000.00"
1E+07,1904,8,"£10,000,000.00"
1E+07,1905,8,"£10,000,000.00"
1E+07,1906,8,"£10,000,000.00"
1E+07,1907,8,"£10,000,000.00"
1E+07,1908,8,"£10,000,000.00"
1E+07,1909,8,"£10,000,000.00"
1E+07,1910,11,"£10,000,000.00"
1E+07,1911,11,"£10,000,000.00"
1E+07,1912,11,"£10,000,000.00"
1E+07,1913,11,"£10,000,000.00"
1E+07,1914,11,"£10,000,000.00"
1E+07,1915,12,"£10,000,000.00"
1E+07,1916,13,"£10,000,000.00"
1E+07,1917,14,"£10,000,000.00"
1E+07,1918,15,"£10,000,000.00"
1E+07,1919,15,"£10,000,000.00"
1E+07,1920,16,"£10,000,000.00"
1E+07,1920,24,"£10,000,000.00"
1E+07,1921,23,"£10,000,000.00"
1E+07,1922,23,"£10,000,000.00"
1E+07,1923,26,"£10,000,000.00"
1E+07,1924,26,"£10,000,000.00"
1E+07,1925,26,"£10,000,000.00"
1E+07,1926,28,"£10,000,000.00"
1E+07,1927,28,"£10,000,000.00"
1E+07,1928,28,"£10,000,000.00"
1E+07,1929,26,"£10,000,000.00"
1E+07,1930,26,"£10,000,000.00"
1E+07,1931,28,"£10,000,000.00"
1E+07,1932,28,"£10,000,000.00"
1E+07,1933,26,"£10,000,000.00"
1E+07,1934,26,"£10,000,000.00"
1E+07,1935,28,"£10,000,000.00"
1E+07,1936,28,"£10,000,000.00"
1E+07,1937,28,"£10,000,000.00"
1E+07,1938,28,"£10,000,000.00"
1E+07,1939,28,"£10,000,000.00"
1E+07,1939,30.6,"£10,000,000.00"
1E+07,1940,38.4,"£10,000,000.00"
1E+07,1941,38.4,"£10,000,000.00"
1E+07,1942,41,"£10,000,000.00"
1E+07,1943,41,"£10,000,000.00"
1E+07,1944,41,"£10,000,000.00"
1E+07,1945,41,"£10,000,000.00"
1E+07,1946,41,"£10,000,000.00"
1E+07,1947,57,"£10,000,000.00"
1E+07,1948,57,"£10,000,000.00"
1E+07,1949,57,"£10,000,000.00"
1E+07,1949,65,"£10,000,000.00"
1E+07,1950,65,"£10,000,000.00"
1E+07,1951,65,"£10,000,000.00"
1E+07,1952,70,"£10,000,000.00"
1E+07,1953,70,"£10,000,000.00"
1E+07,1954,70,"£10,000,000.00"
1E+07,1955,70,"£10,000,000.00"
1E+07,1956,70,"£10,000,000.00"
1E+07,1957,70,"£10,000,000.00"
1E+07,1958,70,"£10,000,000.00"
1E+07,1959,70,"£10,000,000.00"
1E+07,1960,70,"£10,000,000.00"
1E+07,1961,70,"£10,000,000.00"
1E+07,1962,70,"£10,000,000.00"
1E+07,1963,70,"£10,000,000.00"
1E+07,1964,70,"£10,000,000.00"
1E+07,1965,75,"£10,000,000.00"
1E+07,1966,75,"£10,000,000.00"
1E+07,1967,75,"£10,000,000.00"
1E+07,1968,75,"£10,000,000.00"
1E+07,1969,75,"£10,000,000.00"
